name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,0,29513217,,yes,,,,"POLYGON ((-71.1452995 42.3443857, -71.1453918 42.3444557, -71.1452878 42.3445311, -71.1452557 42.3445068, -71.1452433 42.3445159, -71.1452042 42.3444862, -71.1452795 42.3444315, -71.1452584 42.3444155, -71.1452995 42.3443857))",POINT (-71.1452986 42.3444624),118.8,1279.1
,1,29513218,,house,,,,"POLYGON ((-71.1382869 42.3442852, -71.1383865 42.3443449, -71.1382894 42.3444333, -71.1381813 42.3443684, -71.1382401 42.3443149, -71.1382486 42.34432, -71.1382869 42.3442852))",POINT (-71.1382845 42.3443585),140.5,1511.9
,2,29513220,,yes,,,,"POLYGON ((-71.1300455 42.3441025, -71.1301591 42.3441607, -71.1300483 42.3442798, -71.1299346 42.3442216, -71.1300455 42.3441025))",POINT (-71.1300469 42.3441912),182.8,1967.7
,3,29513221,,yes,,,,"POLYGON ((-71.1371797 42.3441694, -71.1372585 42.3442189, -71.1371906 42.3442783, -71.1371119 42.3442288, -71.1371797 42.3441694))",POINT (-71.1371852 42.3442238),73.5,791.1
,4,29513223,,yes,,,,"POLYGON ((-71.1443673 42.3441378, -71.1444176 42.3441638, -71.1443897 42.3441934, -71.1444205 42.3442093, -71.144393 42.3442386, -71.1444167 42.3442508, -71.144388 42.3442813, -71.1444595 42.3443183, -71.1445225 42.3442514, -71.1445814 42.3442785, -71.1445729 42.3442874, -71.1446238 42.3443137, -71.1445915 42.344348, -71.1446432 42.3443748, -71.144551 42.3444729, -71.1441651 42.3442733, -71.1442602 42.3441722, -71.1442939 42.3441896, -71.1443138 42.3441685, -71.1443304 42.344177, -71.1443673 42.3441378))",POINT (-71.1444122 42.3443091),611.4,6581.4
,5,29513224,,yes,,,,"POLYGON ((-71.1321563 42.3442031, -71.1322852 42.3442339, -71.1322497 42.3443155, -71.1321209 42.3442848, -71.1321563 42.3442031))",POINT (-71.132203 42.3442593),106.2,1143.0
,6,29513225,,yes,,,,"POLYGON ((-71.1473541 42.3441809, -71.1475402 42.3442661, -71.147483 42.3443348, -71.147297 42.3442496, -71.1473541 42.3441809))",POINT (-71.1474186 42.3442579),161.4,1737.7
,7,29513228,,yes,,,,"POLYGON ((-71.1361731 42.3440953, -71.1362491 42.344134, -71.1361959 42.3441917, -71.1361609 42.3441739, -71.1361417 42.3441947, -71.1361006 42.3441737, -71.1361731 42.3440953))",POINT (-71.1361757 42.3441484),70.5,758.6
,8,29513229,,yes,,,,"POLYGON ((-71.1312031 42.3439375, -71.1312625 42.3439588, -71.1312753 42.3439392, -71.1313389 42.3439621, -71.1312614 42.3440808, -71.1311385 42.3440367, -71.1312031 42.3439375))",POINT (-71.1312386 42.3440046),151.7,1633.0
,9,29513230,,yes,,,,"POLYGON ((-71.132501 42.3439902, -71.1326175 42.3440185, -71.1325892 42.3440824, -71.1324727 42.3440541, -71.132501 42.3439902))",POINT (-71.1325451 42.3440363),75.4,811.7
,10,29513231,,yes,,,,"POLYGON ((-71.1446353 42.3439261, -71.1447282 42.3439822, -71.1446123 42.344088, -71.14457 42.3440626, -71.1445944 42.3440403, -71.1445436 42.3440097, -71.1446353 42.3439261))",POINT (-71.1446324 42.3440033),132.4,1424.6
,11,29513233,,yes,,,,"POLYGON ((-71.1387423 42.343887, -71.1388798 42.3439736, -71.1388135 42.3440316, -71.1386759 42.343945, -71.1387423 42.343887))",POINT (-71.1387779 42.3439593),125.5,1351.1
,12,29513234,,yes,,,,"POLYGON ((-71.1375903 42.3438261, -71.1376775 42.3438809, -71.1376051 42.3439443, -71.1375178 42.3438894, -71.1375903 42.3438261))",POINT (-71.1375977 42.3438852),86.9,935.4
,13,29513239,,yes,,,,"POLYGON ((-71.1291446 42.3436173, -71.1292539 42.3436737, -71.1291514 42.3437831, -71.1290421 42.3437267, -71.1291446 42.3436173))",POINT (-71.129148 42.3437002),162.2,1746.3
,14,29513243,,yes,,,,"POLYGON ((-71.1378453 42.3436637, -71.137919 42.343713, -71.1378343 42.3437828, -71.1377605 42.3437334, -71.1378453 42.3436637))",POINT (-71.1378398 42.3437232),85.3,918.2
,15,29513244,,yes,,,,"POLYGON ((-71.1376147 42.3434664, -71.1377146 42.3435293, -71.1376218 42.3436105, -71.1375219 42.3435476, -71.1376147 42.3434664))",POINT (-71.1376183 42.3435384),127.6,1373.2
,16,29513245,,yes,,,,"POLYGON ((-71.1455178 42.3434488, -71.1456443 42.3435434, -71.1455714 42.3435972, -71.1454448 42.3435026, -71.1455178 42.3434488))",POINT (-71.1455446 42.343523),125.4,1349.7
,17,29513250,,yes,,,,"POLYGON ((-71.1449597 42.3435417, -71.1450451 42.3435967, -71.1449947 42.3436395, -71.1449092 42.3435844, -71.1449597 42.3435417))",POINT (-71.1449772 42.3435906),58.8,633.0
,18,29513251,,yes,,,,"POLYGON ((-71.1289681 42.3432959, -71.1290805 42.343373, -71.1289757 42.3434571, -71.1288633 42.34338, -71.1289681 42.3432959))",POINT (-71.1289719 42.3433765),160.4,1726.1
,19,29513255,,yes,,,,"POLYGON ((-71.1384952 42.3431801, -71.1385674 42.3432283, -71.1384961 42.343287, -71.1384239 42.3432388, -71.1384952 42.3431801))",POINT (-71.1384957 42.3432336),70.2,755.6
,20,29513257,,yes,,,,"POLYGON ((-71.1471302 42.3429803, -71.14719 42.3431234, -71.1471567 42.343131, -71.1471621 42.3431438, -71.1471043 42.343157, -71.147099 42.3431442, -71.147079 42.3431487, -71.1470193 42.3430056, -71.1471302 42.3429803))",POINT (-71.1471058 42.3430681),166.5,1791.9
,21,29513258,,yes,,,,"POLYGON ((-71.1438397 42.3431273, -71.1439624 42.3430222, -71.1440521 42.3430798, -71.1440183 42.3431122, -71.1440414 42.343127, -71.1440599 42.343111, -71.1442071 42.3432049, -71.1441159 42.3432815, -71.1439744 42.3431876, -71.1439938 42.343171, -71.1439711 42.3431592, -71.1439338 42.343189, -71.1439117 42.3431769, -71.1438397 42.3431273))",POINT (-71.1440214 42.3431531),351.3,3781.4
,22,29513269,,yes,,,,"POLYGON ((-71.1457677 42.342841, -71.1458756 42.3429398, -71.1458345 42.3429658, -71.1458445 42.342975, -71.1457796 42.343014, -71.1456618 42.3429058, -71.1457677 42.342841))",POINT (-71.1457709 42.3429266),169.3,1822.1
,23,29513270,,yes,,,,"POLYGON ((-71.1315962 42.3427573, -71.1317042 42.3427938, -71.1317204 42.3427674, -71.131805 42.342796, -71.1317449 42.3428937, -71.1315523 42.3428284, -71.1315962 42.3427573))",POINT (-71.1316823 42.3428212),176.3,1897.2
,24,29513273,,yes,,,,"POLYGON ((-71.1352072 42.3426328, -71.135252 42.342641, -71.1352436 42.3426662, -71.1353037 42.3426772, -71.1352634 42.3427985, -71.1351178 42.3427718, -71.1351585 42.3426491, -71.1351992 42.3426565, -71.1352072 42.3426328))",POINT (-71.1352115 42.3427198),182.9,1968.9
,25,29513274,,yes,,,,"POLYGON ((-71.1357679 42.3425429, -71.1358742 42.3425938, -71.1357522 42.3427342, -71.1356457 42.3426834, -71.1357679 42.3425429))",POINT (-71.13576 42.3426386),193.5,2082.5
,26,29513279,,yes,,,,"POLYGON ((-71.1374813 42.3424203, -71.1376059 42.3425037, -71.1374837 42.3426043, -71.1373804 42.3425352, -71.1374521 42.3424762, -71.1374308 42.3424619, -71.1374813 42.3424203))",POINT (-71.1374911 42.3425138),187.0,2012.8
,27,29513280,,yes,,,,"POLYGON ((-71.1356392 42.3427167, -71.1359949 42.3428163, -71.135964 42.3428771, -71.1359291 42.3428672, -71.1359118 42.3429012, -71.1355911 42.3428113, -71.1356392 42.3427167))",POINT (-71.1357877 42.3428111),339.4,3652.9
,28,29513282,,yes,,,,"POLYGON ((-71.1385464 42.3425697, -71.138622 42.3426201, -71.1385369 42.3426902, -71.1384354 42.3426223, -71.1384804 42.3425852, -71.1385064 42.3426027, -71.1385464 42.3425697))",POINT (-71.1385308 42.3426272),103.6,1115.3
,29,29513284,,yes,,,,"POLYGON ((-71.1384256 42.3424996, -71.138489 42.3425421, -71.1384306 42.3425902, -71.1383672 42.3425477, -71.1384256 42.3424996))",POINT (-71.1384281 42.3425449),50.6,544.6
,30,29513301,,yes,,,,"POLYGON ((-71.1309414 42.3419351, -71.1311044 42.3419928, -71.1310484 42.3420797, -71.1308855 42.342022, -71.1309414 42.3419351))",POINT (-71.1309949 42.3420074),159.0,1711.9
,31,29513302,,yes,,,,"POLYGON ((-71.1382976 42.3419367, -71.1384089 42.3419974, -71.1383095 42.3420977, -71.1381982 42.342037, -71.1382976 42.3419367))",POINT (-71.1383035 42.3420172),157.3,1693.0
,32,29513305,,yes,,,,"POLYGON ((-71.1329887 42.341912, -71.1330723 42.341924, -71.1330526 42.3419994, -71.1329689 42.3419873, -71.1329887 42.341912))",POINT (-71.1330206 42.3419557),59.8,644.0
,33,29513309,,yes,,,,"POLYGON ((-71.1348143 42.3416246, -71.1349114 42.3416855, -71.1348361 42.3417516, -71.1347391 42.3416907, -71.1348143 42.3416246))",POINT (-71.1348252 42.3416881),100.6,1082.7
,34,29513310,,yes,,,,"POLYGON ((-71.1355149 42.3415182, -71.1355986 42.3415839, -71.1354909 42.3416594, -71.13547 42.3416428, -71.1354232 42.3416756, -71.1353605 42.3416264, -71.1355149 42.3415182))",POINT (-71.1354814 42.3416),162.3,1746.7
,35,29513312,,yes,,,,"POLYGON ((-71.1311324 42.3414552, -71.1312152 42.3415922, -71.1311175 42.3416247, -71.1310345 42.3414879, -71.1311324 42.3414552))",POINT (-71.1311249 42.34154),147.2,1584.2
,36,29513313,,yes,,,,"POLYGON ((-71.1289888 42.3413756, -71.1290451 42.3414776, -71.1289054 42.3415201, -71.1288491 42.3414182, -71.1289888 42.3413756))",POINT (-71.1289471 42.3414479),152.2,1638.0
,37,29513314,,yes,,,,"POLYGON ((-71.1408382 42.341399, -71.1409312 42.3414563, -71.1408486 42.3415294, -71.1407556 42.3414721, -71.1408382 42.341399))",POINT (-71.1408434 42.3414642),105.5,1135.3
,38,29513315,,yes,,,,"POLYGON ((-71.138013 42.3413203, -71.1381664 42.3413855, -71.1380873 42.3414879, -71.1379339 42.3414228, -71.138013 42.3413203))",POINT (-71.1380501 42.3414041),190.9,2054.6
,39,29513316,,yes,,,,"POLYGON ((-71.1359708 42.3413326, -71.1360532 42.3414027, -71.1359353 42.3414789, -71.1358748 42.3414274, -71.1359204 42.3413979, -71.1358985 42.3413793, -71.1359708 42.3413326))",POINT (-71.1359607 42.341406),119.4,1284.8
,40,29513317,,yes,,,,"POLYGON ((-71.1358356 42.3412666, -71.1359088 42.3413289, -71.1357957 42.341402, -71.1357225 42.3413398, -71.1358356 42.3412666))",POINT (-71.1358157 42.3413343),113.4,1220.3
,41,29513318,,yes,,,,"POLYGON ((-71.1406772 42.34126, -71.1407678 42.3413148, -71.1406605 42.3414125, -71.1405699 42.3413576, -71.1406772 42.34126))",POINT (-71.1406688 42.3413362),134.7,1450.4
,42,29513319,,yes,,,,"POLYGON ((-71.1410008 42.3414341, -71.14114 42.3415183, -71.1410221 42.3416255, -71.14091 42.3415576, -71.1409791 42.3414948, -71.140952 42.3414785, -71.1410008 42.3414341))",POINT (-71.1410218 42.3415313),201.3,2167.2
,43,29513321,,yes,,,,"POLYGON ((-71.1344756 42.3412284, -71.1345753 42.3413047, -71.1344974 42.3413607, -71.1343977 42.3412844, -71.1344756 42.3412284))",POINT (-71.1344865 42.3412946),105.4,1134.8
,44,29513323,,yes,,,,"POLYGON ((-71.1349195 42.3411514, -71.1350227 42.3412181, -71.1349797 42.3412549, -71.1350037 42.3412704, -71.1349497 42.3413165, -71.1348223 42.3412344, -71.1349195 42.3411514))",POINT (-71.1349274 42.341233),155.4,1672.5
,45,29513324,,yes,,,,"POLYGON ((-71.1387332 42.3411464, -71.1388477 42.3412017, -71.1387557 42.3413065, -71.1386412 42.3412511, -71.1387332 42.3411464))",POINT (-71.1387445 42.3412264),156.3,1682.1
,46,29513325,,yes,,,,"POLYGON ((-71.1340256 42.3409744, -71.1341291 42.3410464, -71.1340319 42.3411232, -71.1339285 42.3410512, -71.1340256 42.3409744))",POINT (-71.1340288 42.3410488),136.6,1470.8
,47,29513330,,yes,,,,"POLYGON ((-71.1415467 42.3408627, -71.1416148 42.3408967, -71.1415901 42.3409238, -71.1416548 42.3409562, -71.141556 42.341065, -71.1414232 42.3409987, -71.1415467 42.3408627))",POINT (-71.1415423 42.3409679),216.7,2332.6
,48,29513331,,yes,,,,"POLYGON ((-71.1313151 42.3409463, -71.1314521 42.3409536, -71.1314446 42.3410305, -71.1313077 42.3410232, -71.1313151 42.3409463))",POINT (-71.1313799 42.3409884),96.8,1042.2
,49,29513338,,yes,,,,"POLYGON ((-71.1344626 42.340752, -71.1345587 42.340811, -71.1344511 42.3409075, -71.134329 42.3408325, -71.1344044 42.3407649, -71.1344302 42.3407809, -71.1344626 42.340752))",POINT (-71.1344446 42.3408261),170.0,1829.7
,50,29513339,,yes,,,,"POLYGON ((-71.1418986 42.3407538, -71.1419966 42.3407905, -71.1419064 42.3409228, -71.1417451 42.3408624, -71.1418159 42.3407585, -71.1418793 42.3407823, -71.1418986 42.3407538))",POINT (-71.1418721 42.3408329),224.4,2414.9
,51,29513340,,yes,,,,"POLYGON ((-71.1377758 42.3406647, -71.1378457 42.3407196, -71.1377904 42.3407584, -71.1378505 42.3408057, -71.1377151 42.3409004, -71.137585 42.3407982, -71.1377758 42.3406647))",POINT (-71.1377295 42.3407856),292.0,3142.6
,52,29513341,,yes,,,,"POLYGON ((-71.1390229 42.3407189, -71.1391585 42.3407844, -71.1390543 42.340903, -71.1389188 42.3408375, -71.1390229 42.3407189))",POINT (-71.1390386 42.3408109),209.4,2254.4
,53,29513343,,yes,,,,"POLYGON ((-71.1311001 42.3405063, -71.1311844 42.3405066, -71.1311832 42.3407184, -71.1310635 42.340718, -71.1310645 42.3405587, -71.1310998 42.3405588, -71.1311001 42.3405063))",POINT (-71.1311273 42.3406186),214.8,2312.4
,54,29513345,,yes,,,,"POLYGON ((-71.131658 42.340414, -71.132514 42.3404419, -71.132507 42.3405604, -71.1323865 42.3405564, -71.132388 42.3405317, -71.132337 42.3405301, -71.1323355 42.3405565, -71.1320657 42.3405477, -71.1320624 42.3406037, -71.1319438 42.3405999, -71.1319478 42.3405324, -71.1319086 42.3405312, -71.1319054 42.3405844, -71.1317969 42.3405809, -71.131801 42.3405136, -71.1317566 42.3405122, -71.1317526 42.3405794, -71.1316484 42.340576, -71.131658 42.340414))",POINT (-71.1320542 42.3404971),1056.6,11372.7
,55,29513349,,yes,,,,"POLYGON ((-71.141929 42.3400786, -71.1422156 42.3401036, -71.1422192 42.3400812, -71.1423488 42.3400925, -71.1423313 42.3402027, -71.1421997 42.3401912, -71.1422026 42.3401729, -71.1420232 42.3401572, -71.1420084 42.3402504, -71.1420309 42.3402523, -71.1420158 42.3403476, -71.1418669 42.3403346, -71.1418816 42.3402414, -71.141903 42.3402433, -71.141929 42.3400786))",POINT (-71.142072 42.340183),539.3,5804.9
,56,29513351,,yes,,,,"POLYGON ((-71.1462687 42.340312, -71.1458499 42.3403337, -71.1458398 42.3402271, -71.1459406 42.3402219, -71.14593 42.3401111, -71.1460993 42.3401023, -71.1461054 42.340166, -71.1460875 42.340167, -71.1460903 42.3401964, -71.1460719 42.3401973, -71.1460734 42.3402138, -71.1462133 42.3402065, -71.1462539 42.3402484, -71.1462687 42.340312))",POINT (-71.1460387 42.3402386),560.7,6035.0
,57,29513353,,yes,,,,"POLYGON ((-71.1378387 42.339933, -71.1379387 42.340024, -71.1378451 42.3400804, -71.1377254 42.3399714, -71.1377797 42.3399385, -71.1377996 42.3399567, -71.1378387 42.339933))",POINT (-71.1378337 42.3400023),144.3,1553.7
,58,29513354,,yes,,,,"POLYGON ((-71.1351599 42.3399891, -71.1351832 42.3400424, -71.1351096 42.34006, -71.1350863 42.3400067, -71.1351599 42.3399891))",POINT (-71.1351348 42.3400245),39.6,426.6
,59,29513355,,yes,,,,"POLYGON ((-71.1387601 42.3400166, -71.1388317 42.3401707, -71.1386962 42.3402053, -71.1386246 42.3400512, -71.1387601 42.3400166))",POINT (-71.1387281 42.3401109),213.6,2299.6
,60,29513361,,yes,,,,"POLYGON ((-71.1472904 42.3397607, -71.1474257 42.3397648, -71.14742 42.3398687, -71.1473193 42.3398656, -71.1473226 42.3398063, -71.147288 42.3398052, -71.1472904 42.3397607))",POINT (-71.147364 42.3398111),109.9,1183.3
,61,29513368,,yes,,,,"POLYGON ((-71.1423248 42.3394433, -71.1423272 42.3394936, -71.1423648 42.3394926, -71.1423704 42.3396159, -71.1421996 42.3396202, -71.1421943 42.3395043, -71.1422342 42.3395034, -71.1422315 42.3394456, -71.1423248 42.3394433))",POINT (-71.1422825 42.3395411),233.1,2509.0
,62,29513371,,yes,,,,"POLYGON ((-71.1382832 42.3394051, -71.1383251 42.3395054, -71.1381869 42.3395372, -71.138145 42.3394369, -71.1382832 42.3394051))",POINT (-71.1382351 42.3394712),139.0,1495.9
,63,29513373,,yes,,,,"POLYGON ((-71.1389258 42.3392433, -71.138979 42.3393704, -71.1388798 42.3393932, -71.1388267 42.3392661, -71.1389258 42.3392433))",POINT (-71.1389028 42.3393183),126.4,1360.0
,64,29513375,,yes,,,,"POLYGON ((-71.1409676 42.3391743, -71.1410101 42.3392742, -71.1408277 42.339317, -71.1407852 42.3392171, -71.1409676 42.3391743))",POINT (-71.1408977 42.3392457),183.3,1973.1
,65,29513377,,yes,,,,"POLYGON ((-71.1381208 42.3388969, -71.1382151 42.3390976, -71.1379269 42.3391721, -71.137827 42.3389592, -71.1379171 42.3389359, -71.1379448 42.3389949, -71.1380077 42.3389787, -71.1379857 42.3389317, -71.1381208 42.3388969))",POINT (-71.138024 42.3390366),574.3,6181.8
Brookline Fire Station Number 7,66,29513384,,yes,,,,"POLYGON ((-71.1333142 42.3387548, -71.1334638 42.3387739, -71.1334255 42.3389383, -71.1332798 42.3389197, -71.1332917 42.338868, -71.13324 42.3388614, -71.1332513 42.3388129, -71.1332993 42.3388191, -71.1333142 42.3387548))",POINT (-71.1333618 42.3388457),251.6,2708.7
,67,29513386,,yes,,,,"POLYGON ((-71.1460415 42.3386214, -71.1460494 42.3386511, -71.146084 42.3386461, -71.1461038 42.3387211, -71.1460698 42.3387261, -71.1460785 42.338759, -71.1459675 42.3387752, -71.145931 42.3386374, -71.1460415 42.3386214))",POINT (-71.1460151 42.3386965),169.4,1823.2
,68,29513387,,yes,,,,"POLYGON ((-71.142097 42.3386331, -71.1421265 42.338721, -71.1419684 42.3387503, -71.1419388 42.3386624, -71.142097 42.3386331))",POINT (-71.1420327 42.3386917),135.1,1453.9
,69,29513388,,yes,,,,"POLYGON ((-71.1411328 42.338654, -71.1411544 42.3387178, -71.1410699 42.3387335, -71.1410485 42.3386696, -71.1411328 42.338654))",POINT (-71.1411014 42.3386937),52.4,563.7
,70,29513391,,yes,,,,"POLYGON ((-71.1339953 42.3384716, -71.1341235 42.3384987, -71.1340831 42.338604, -71.1339548 42.3385768, -71.1339953 42.3384716))",POINT (-71.1340392 42.3385378),133.5,1437.1
,71,29513394,,yes,,,,"POLYGON ((-71.1337212 42.33835, -71.1338997 42.3383791, -71.1338501 42.3385473, -71.1336715 42.3385182, -71.1337212 42.33835))",POINT (-71.1337856 42.3384487),287.9,3099.1
,72,29513395,,yes,,,,"POLYGON ((-71.1464999 42.3381985, -71.14654 42.3383064, -71.1465105 42.338312, -71.1465302 42.3383737, -71.1464205 42.3383902, -71.1464064 42.3383404, -71.1463559 42.3383482, -71.1463879 42.3384615, -71.146438 42.3384537, -71.1464585 42.3385267, -71.1464058 42.3385349, -71.1464186 42.33858, -71.1462762 42.338602, -71.1461726 42.3382425, -71.1462002 42.3382204, -71.1464999 42.3381985))",POINT (-71.1463469 42.3383688),826.3,8893.8
,73,29513398,,yes,,,,"POLYGON ((-71.1476656 42.3383668, -71.1476479 42.3383609, -71.1476036 42.3384345, -71.1475229 42.3384079, -71.1475668 42.3383349, -71.1475547 42.3383308, -71.1475388 42.3383255, -71.14749 42.3384065, -71.147399 42.3383765, -71.1475001 42.3382085, -71.1477171 42.3382754, -71.1476656 42.3383668))",POINT (-71.1475577 42.3383192),356.2,3833.7
,74,29513399,,yes,,,,"POLYGON ((-71.1472099 42.3382649, -71.1471871 42.3382669, -71.1472013 42.3383579, -71.1471082 42.3383659, -71.1470929 42.3382682, -71.1470701 42.3382701, -71.1470549 42.338177, -71.1471943 42.3381649, -71.1472099 42.3382649))",POINT (-71.1471387 42.3382569),206.0,2217.4
,75,29513400,,yes,,,,"POLYGON ((-71.1458839 42.3383249, -71.1457265 42.3381854, -71.1458115 42.3381309, -71.1459697 42.3382668, -71.1458839 42.3383249))",POINT (-71.1458482 42.3382274),188.8,2032.5
,76,29513403,,yes,,,,"POLYGON ((-71.1309415 42.3380022, -71.1310606 42.338011, -71.1310392 42.3381694, -71.1309201 42.3381606, -71.1309415 42.3380022))",POINT (-71.1309904 42.3380858),174.3,1876.0
,77,29513404,,yes,,,,"POLYGON ((-71.1334008 42.3380329, -71.1335693 42.3380625, -71.1335367 42.3381644, -71.1333683 42.3381349, -71.1334008 42.3380329))",POINT (-71.1334688 42.3380987),165.9,1785.5
,78,29513405,,yes,,,,"POLYGON ((-71.1329377 42.3379772, -71.1331002 42.337998, -71.1330782 42.3380928, -71.1330084 42.3380839, -71.133001 42.3381158, -71.1329081 42.3381039, -71.1329377 42.3379772))",POINT (-71.1329999 42.3380445),173.1,1863.2
,79,29513406,,yes,,,,"POLYGON ((-71.1376787 42.3379926, -71.137703 42.3380484, -71.1376222 42.3380676, -71.1375979 42.3380119, -71.1376787 42.3379926))",POINT (-71.1376505 42.3380301),45.5,489.6
,80,29513409,,yes,,,,"POLYGON ((-71.1440912 42.3376187, -71.1441549 42.3378075, -71.1440803 42.3378213, -71.1440547 42.3377453, -71.143914 42.3377714, -71.1439223 42.3377963, -71.143522 42.3378704, -71.1435146 42.3378482, -71.1433958 42.3378703, -71.143426 42.33796, -71.143347 42.3379747, -71.1432796 42.3377747, -71.1434271 42.3377474, -71.1434344 42.337769, -71.143927 42.3376778, -71.1439178 42.3376509, -71.1440912 42.3376187))",POINT (-71.1437089 42.3377768),980.9,10558.7
,81,29513410,,yes,,,,"POLYGON ((-71.1298085 42.3377633, -71.1298299 42.3378137, -71.1297862 42.3378239, -71.1298286 42.3379241, -71.1297062 42.3379525, -71.1296424 42.337802, -71.1298085 42.3377633))",POINT (-71.1297421 42.3378556),207.3,2231.8
,82,29513413,,yes,,,,"POLYGON ((-71.1347468 42.337748, -71.134995 42.3378312, -71.134932 42.337935, -71.1348302 42.3379009, -71.1348441 42.3378781, -71.1346975 42.337829, -71.1347468 42.337748))",POINT (-71.1348506 42.337838),246.9,2658.0
,83,29513424,,yes,,,,"POLYGON ((-71.1347382 42.3372922, -71.1348121 42.3373169, -71.1347765 42.3373756, -71.134858 42.3374029, -71.1348074 42.3374862, -71.1346519 42.3374343, -71.1347382 42.3372922))",POINT (-71.1347555 42.3373973),190.4,2049.0
,84,29513427,,yes,,,,"POLYGON ((-71.1298235 42.3371207, -71.129836 42.3372541, -71.1296733 42.3372625, -71.1296608 42.3371291, -71.1298235 42.3371207))",POINT (-71.1297484 42.3371916),199.5,2147.3
,85,29513431,,yes,,,,"POLYGON ((-71.1354146 42.3369115, -71.1355282 42.3369531, -71.1354453 42.3370778, -71.1353318 42.3370363, -71.1354146 42.3369115))",POINT (-71.13543 42.3369947),161.1,1733.6
,86,29513434,,yes,,,,"POLYGON ((-71.1306829 42.336695, -71.1307519 42.3368361, -71.1305527 42.3368897, -71.1305029 42.3367881, -71.1305962 42.336763, -71.1305769 42.3367235, -71.1306829 42.336695))",POINT (-71.1306295 42.3367979),252.9,2722.3
,87,29513438,,yes,,,,"POLYGON ((-71.1384177 42.3363238, -71.1385413 42.336693, -71.1383491 42.3367284, -71.1382256 42.3363591, -71.1384177 42.3363238))",POINT (-71.1383834 42.3365261),688.9,7415.8
,88,29513447,,yes,,,,"POLYGON ((-71.134548 42.33606, -71.1346186 42.3362258, -71.1344901 42.3362558, -71.1344196 42.33609, -71.134548 42.33606))",POINT (-71.1345191 42.3361579),214.2,2305.3
,89,29513448,,yes,toilets,,,"POLYGON ((-71.1444425 42.3361052, -71.1445784 42.3362366, -71.1445057 42.3362778, -71.1443697 42.3361463, -71.1444425 42.3361052))",POINT (-71.1444741 42.3361915),138.6,1492.4
,90,29513449,,yes,,,,"POLYGON ((-71.1319885 42.3359652, -71.1320877 42.3359704, -71.1320678 42.3361785, -71.1319237 42.3361709, -71.1319378 42.3360237, -71.1319826 42.336026, -71.1319885 42.3359652))",POINT (-71.13201 42.3360783),250.5,2696.9
,91,29513450,,yes,,,,"POLYGON ((-71.1377808 42.3360759, -71.1378112 42.3361436, -71.137629 42.3361887, -71.1375985 42.3361211, -71.1377808 42.3360759))",POINT (-71.1377049 42.3361323),125.4,1349.3
,92,29513454,,yes,,,,"POLYGON ((-71.1290891 42.3358792, -71.1291552 42.3359511, -71.1289809 42.3360392, -71.1289156 42.3359682, -71.1289811 42.3359351, -71.1290049 42.3359609, -71.129045 42.3359406, -71.1290204 42.3359138, -71.1290891 42.3358792))",POINT (-71.1290375 42.3359613),152.8,1644.6
,93,29513459,,yes,,,,"POLYGON ((-71.1344823 42.3356983, -71.1344874 42.3357596, -71.134579 42.3357553, -71.1345871 42.3358516, -71.1344194 42.3358593, -71.1344063 42.3357018, -71.1344823 42.3356983))",POINT (-71.1344875 42.3357902),190.9,2055.1
,94,29513468,,yes,,,,"POLYGON ((-71.1367113 42.3357092, -71.1367756 42.3357944, -71.1365675 42.3358808, -71.1365032 42.3357957, -71.1367113 42.3357092))",POINT (-71.1366394 42.335795),212.9,2292.0
,95,29576475,,yes,,,,"POLYGON ((-71.1372932 42.3437001, -71.1373814 42.3437556, -71.1373116 42.3438166, -71.1372236 42.3437611, -71.1372932 42.3437001))",POINT (-71.1373025 42.3437583),84.5,909.9
,96,29576649,,yes,,,,"POLYGON ((-71.1296607 42.3385542, -71.1296816 42.338636, -71.12966 42.338639, -71.1296674 42.3386679, -71.1295382 42.3386859, -71.1295177 42.338606, -71.1295087 42.3386072, -71.129499 42.3385692, -71.129555 42.3385614, -71.1295569 42.3385687, -71.1296607 42.3385542))",POINT (-71.1295934 42.3386171),158.7,1708.2
,97,29576724,,yes,,,,"POLYGON ((-71.1321033 42.3423845, -71.132185 42.3423847, -71.1321845 42.3424663, -71.1320176 42.3424658, -71.132018 42.3423973, -71.1321032 42.3423976, -71.1321033 42.3423845))",POINT (-71.1321049 42.3424283),114.3,1230.6
,98,29576796,,yes,,,,"POLYGON ((-71.1376655 42.3411949, -71.1377969 42.3412574, -71.1376898 42.3413814, -71.1375583 42.3413188, -71.1376655 42.3411949))",POINT (-71.1376776 42.3412881),210.3,2263.9
,99,29576805,,yes,,,,"POLYGON ((-71.1291579 42.3407647, -71.1291915 42.3408294, -71.129113 42.3408518, -71.1291608 42.3409441, -71.1292183 42.3409276, -71.1292641 42.3410156, -71.1289968 42.341092, -71.1289601 42.3410217, -71.1290145 42.3410061, -71.1289709 42.3409222, -71.1289084 42.34094, -71.1288614 42.3408494, -71.1291579 42.3407647))",POINT (-71.1290657 42.3409284),606.2,6524.9
,100,29576864,,yes,,,,"POLYGON ((-71.1349187 42.3422582, -71.1350132 42.3422942, -71.1349513 42.3423837, -71.1348115 42.3423305, -71.1348603 42.3422598, -71.1349056 42.3422771, -71.1349187 42.3422582))",POINT (-71.134914 42.3423162),134.7,1450.4
