name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,830,29824828,,yes,,,,"POLYGON ((-71.1429743 42.339115, -71.1429941 42.3392022, -71.1428771 42.3392168, -71.1428575 42.3391297, -71.1429743 42.339115))",POINT (-71.1429258 42.3391659),95.8,1031.4
,831,29824851,,yes,,,,"POLYGON ((-71.1320169 42.3438631, -71.1321408 42.3438933, -71.1321116 42.3439589, -71.1319878 42.3439287, -71.1320169 42.3438631))",POINT (-71.1320643 42.343911),82.4,886.5
,832,29824995,,yes,,,,"POLYGON ((-71.1375017 42.3401233, -71.1376529 42.3402307, -71.1375481 42.3403119, -71.1373969 42.3402046, -71.1375017 42.3401233))",POINT (-71.1375249 42.3402176),215.3,2317.1
The Knickerbocker,833,29824997,,apartments,,,,"POLYGON ((-71.1342117 42.3391186, -71.1342278 42.3391909, -71.1342721 42.3392003, -71.1342419 42.3392762, -71.1342311 42.3392757, -71.1342318 42.3392985, -71.1339535 42.3393208, -71.1339542 42.3393079, -71.1339267 42.3393054, -71.1339267 42.3391503, -71.1342117 42.3391186))",POINT (-71.1340856 42.3392227),502.0,5404.0
,834,29825004,,yes,,,,"POLYGON ((-71.1320255 42.3432146, -71.1321605 42.3432475, -71.1320998 42.3433846, -71.1320381 42.3433695, -71.1320641 42.3433108, -71.1319907 42.343293, -71.1320255 42.3432146))",POINT (-71.1320772 42.34329),144.0,1549.5
,835,29825123,,yes,,,,"POLYGON ((-71.1370418 42.3428745, -71.1371369 42.3429343, -71.1370636 42.3429984, -71.1370771 42.3430069, -71.137026 42.3430516, -71.1369029 42.3429741, -71.136953 42.3429303, -71.1369676 42.3429394, -71.1370418 42.3428745))",POINT (-71.137023 42.3429621),182.2,1960.7
,836,29825167,,yes,,,,"POLYGON ((-71.1362606 42.3375078, -71.1364243 42.337528, -71.1364106 42.3375886, -71.1363944 42.3375865, -71.1363888 42.3376114, -71.1364472 42.3376187, -71.1364563 42.3375781, -71.1365435 42.3375889, -71.1365786 42.3376857, -71.1362874 42.3377439, -71.1362819 42.3377454, -71.1362761 42.3377465, -71.1362703 42.337747, -71.1362643 42.3377472, -71.1362584 42.3377469, -71.1362526 42.3377461, -71.136247 42.3377449, -71.1362414 42.3377432, -71.1362362 42.3377411, -71.1362314 42.3377387, -71.1362268 42.3377358, -71.1362227 42.3377326, -71.1362191 42.3377292, -71.1362159 42.3377255, -71.1362128 42.3377205, -71.1362606 42.3375078))",POINT (-71.1363699 42.3376365),505.3,5439.4
,837,29825195,,yes,,,,"POLYGON ((-71.1323014 42.3372792, -71.1323037 42.3374264, -71.1321553 42.3374277, -71.1321529 42.3372805, -71.1323014 42.3372792))",POINT (-71.1322283 42.3373534),199.9,2151.8
,838,29825228,,yes,,,,"POLYGON ((-71.1372144 42.3402813, -71.137338 42.3403692, -71.1373033 42.3403961, -71.1373504 42.3404296, -71.1372904 42.3404761, -71.1372325 42.3404351, -71.1372027 42.3404581, -71.1370898 42.3403779, -71.1372144 42.3402813))",POINT (-71.1372268 42.340382),243.4,2620.3
,839,29825240,,yes,,,,"POLYGON ((-71.1343516 42.3360992, -71.1343622 42.3361243, -71.1343946 42.3361168, -71.1344371 42.3362166, -71.1343428 42.3362387, -71.1342897 42.3361137, -71.1343516 42.3360992))",POINT (-71.1343627 42.3361694),110.3,1187.3
,840,29825244,,yes,,,,"POLYGON ((-71.1460206 42.342668, -71.1461042 42.3427446, -71.1459836 42.342817, -71.1459001 42.3427404, -71.1460206 42.342668))",POINT (-71.1460021 42.3427425),139.8,1504.6
,841,29825259,,yes,,,,"POLYGON ((-71.1374817 42.3419651, -71.1375766 42.3420209, -71.1374641 42.3421265, -71.1373691 42.3420707, -71.1374817 42.3419651))",POINT (-71.1374729 42.3420458),149.1,1605.4
,842,29825281,,yes,,,,"POLYGON ((-71.1303833 42.3436154, -71.1305005 42.3436687, -71.1304149 42.3437721, -71.1302979 42.3437188, -71.1303833 42.3436154))",POINT (-71.1303992 42.3436937),152.4,1640.7
,843,29825299,,yes,,,,"POLYGON ((-71.1356152 42.3359722, -71.1356661 42.3360269, -71.135613 42.3360539, -71.1355622 42.3359992, -71.1356152 42.3359722))",POINT (-71.1356141 42.3360131),39.1,420.9
,844,29825320,,yes,,,,"POLYGON ((-71.1334599 42.3376545, -71.1336169 42.3376828, -71.1335707 42.3378239, -71.1334137 42.3377956, -71.1334599 42.3376545))",POINT (-71.1335153 42.3377392),214.6,2309.8
,845,29825399,,yes,,,,"POLYGON ((-71.1291678 42.3416455, -71.1293037 42.3416664, -71.1292818 42.3417444, -71.129146 42.3417234, -71.1291678 42.3416455))",POINT (-71.1292248 42.3416949),101.0,1087.6
,846,29825467,,yes,,,,"POLYGON ((-71.1297458 42.3380677, -71.1297936 42.3382213, -71.1296583 42.3382445, -71.1296221 42.3381282, -71.1296741 42.3381193, -71.1296625 42.338082, -71.1297458 42.3380677))",POINT (-71.1297082 42.3381614),181.5,1954.1
,847,29825782,,yes,,,,"POLYGON ((-71.1384849 42.3399888, -71.1385405 42.3400548, -71.1384656 42.3400895, -71.13841 42.3400235, -71.1384849 42.3399888))",POINT (-71.1384752 42.3400392),62.9,676.6
,848,29825942,,yes,,,,"POLYGON ((-71.1394137 42.3402616, -71.1395245 42.3403003, -71.1394456 42.3404249, -71.1392952 42.3403725, -71.1393537 42.3402802, -71.1393932 42.340294, -71.1394137 42.3402616))",POINT (-71.1394118 42.3403412),195.0,2098.8
,849,29825991,,yes,,,,"POLYGON ((-71.1303658 42.3367856, -71.1303857 42.3368681, -71.1302933 42.3368804, -71.1302734 42.3367979, -71.1303658 42.3367856))",POINT (-71.1303295 42.336833),72.0,774.6
,850,29826089,,yes,,,,"POLYGON ((-71.1334262 42.3407323, -71.1335073 42.3407724, -71.1334953 42.3407856, -71.1335697 42.3408225, -71.1334454 42.3409605, -71.1333434 42.3409099, -71.1333645 42.3408864, -71.1333111 42.3408599, -71.1334262 42.3407323))",POINT (-71.1334374 42.3408464),281.3,3028.3
,851,29826112,,yes,,,,"POLYGON ((-71.1315877 42.341893, -71.1317141 42.341903, -71.131685 42.3421049, -71.1315585 42.3420947, -71.1315877 42.341893))",POINT (-71.1316363 42.3419989),236.1,2541.2
,852,29826253,,yes,,,,"POLYGON ((-71.1311514 42.3372143, -71.1312985 42.3372349, -71.1312615 42.3373799, -71.1311145 42.3373593, -71.1311514 42.3372143))",POINT (-71.1312065 42.3372971),202.0,2174.3
Chinese Christian Church,853,29826269,,yes,place_of_worship,,,"POLYGON ((-71.1448888 42.33641, -71.144933 42.3365251, -71.1449857 42.3365139, -71.1450143 42.3365883, -71.1450415 42.3365825, -71.1450727 42.3366639, -71.1450441 42.33667, -71.1450719 42.3367424, -71.1451283 42.3367305, -71.145168 42.3368337, -71.1450849 42.3368512, -71.1450678 42.3368064, -71.1449117 42.3368394, -71.144862 42.3367099, -71.144823 42.3367182, -71.1447917 42.3366367, -71.1448335 42.3366279, -71.1448273 42.3366117, -71.1447745 42.3366229, -71.1447075 42.3364484, -71.1448888 42.33641))",POINT (-71.1449241 42.3366369),877.7,9447.4
,854,29826306,,yes,,,,"POLYGON ((-71.1394077 42.3355221, -71.1398348 42.3356941, -71.1399808 42.3359199, -71.139827 42.3361302, -71.1391594 42.3358614, -71.1394077 42.3355221))",POINT (-71.1395919 42.335828),2498.5,26893.8
,855,29826459,,yes,,,,"POLYGON ((-71.1304647 42.3432521, -71.1305368 42.3432875, -71.1305464 42.3432767, -71.1305968 42.3433014, -71.130538 42.3433674, -71.130474 42.3433361, -71.1304635 42.3433479, -71.1304049 42.3433192, -71.1304647 42.3432521))",POINT (-71.1305004 42.3433103),105.2,1132.2
,856,29826496,,yes,,,,"POLYGON ((-71.1336954 42.3387684, -71.1338363 42.3388025, -71.1337743 42.3389433, -71.1337376 42.3389345, -71.1337231 42.3389676, -71.1336608 42.3389525, -71.1336763 42.3389174, -71.1336343 42.3389072, -71.1336954 42.3387684))",POINT (-71.1337318 42.3388639),220.8,2377.1
,857,29826587,,yes,,,,"POLYGON ((-71.1357748 42.3438897, -71.135792 42.3439603, -71.1356659 42.3439773, -71.1356487 42.3439066, -71.1357748 42.3438897))",POINT (-71.1357203 42.3439335),84.1,905.8
,858,29826813,,yes,,,,"POLYGON ((-71.1390773 42.3428719, -71.1393838 42.3430497, -71.1392156 42.3432094, -71.1389791 42.3430723, -71.1390423 42.3430124, -71.1389721 42.3429717, -71.1390773 42.3428719))",POINT (-71.1391624 42.3430424),659.5,7098.9
,859,29826851,,garage,,,,"POLYGON ((-71.1378004 42.3441786, -71.1378514 42.3442139, -71.1377984 42.3442558, -71.1377474 42.3442205, -71.1378004 42.3441786))",POINT (-71.1377994 42.3442172),36.7,394.6
,860,29826966,,yes,,,,"POLYGON ((-71.1293486 42.3357313, -71.1294279 42.3357889, -71.1292902 42.3358933, -71.1292109 42.3358357, -71.1293486 42.3357313))",POINT (-71.1293194 42.3358123),148.3,1596.1
,861,29827064,,yes,,,,"POLYGON ((-71.1452644 42.3362544, -71.1453771 42.336353, -71.1455046 42.3364645, -71.1453341 42.3365082, -71.1452437 42.3364278, -71.1451031 42.3363027, -71.1452644 42.3362544))",POINT (-71.1453023 42.3363827),414.5,4461.3
,862,29827209,,yes,,,,"POLYGON ((-71.1373355 42.3404707, -71.1374394 42.3405524, -71.1373418 42.3406208, -71.1372378 42.3405391, -71.1373355 42.3404707))",POINT (-71.1373386 42.3405457),138.0,1485.5
,863,29827231,,yes,,,,"POLYGON ((-71.1373341 42.3409904, -71.1374371 42.3410395, -71.1373069 42.3411901, -71.1372039 42.3411411, -71.1373341 42.3409904))",POINT (-71.1373205 42.3410903),200.3,2156.4
,864,29827253,,yes,,,,"POLYGON ((-71.1378067 42.3404195, -71.137927 42.3405142, -71.1378465 42.3405705, -71.1377261 42.3404759, -71.1378067 42.3404195))",POINT (-71.1378266 42.340495),131.8,1418.3
,865,29827289,,yes,,,,"POLYGON ((-71.129676 42.335966, -71.129769 42.3360311, -71.1296473 42.3361269, -71.1295862 42.3360841, -71.129625 42.3360537, -71.129593 42.3360313, -71.129676 42.335966))",POINT (-71.1296705 42.3360451),137.2,1476.3
,866,29827393,,yes,,,,"POLYGON ((-71.132779 42.3402107, -71.132852 42.340215, -71.1328414 42.3403135, -71.1327685 42.3403092, -71.132779 42.3402107))",POINT (-71.1328102 42.3402621),66.1,711.9
,867,29827473,,yes,,,,"POLYGON ((-71.1363759 42.3359729, -71.1364348 42.3360594, -71.1362122 42.3361429, -71.1361644 42.3360728, -71.1362966 42.3360231, -71.1362854 42.3360068, -71.1363759 42.3359729))",POINT (-71.1363028 42.3360602),196.4,2113.6
,868,29827553,,yes,,,,"POLYGON ((-71.1304194 42.3422498, -71.1305119 42.342264, -71.1304971 42.3423172, -71.1305459 42.3423247, -71.1305193 42.3424199, -71.1304953 42.3424162, -71.1304763 42.3424841, -71.1303686 42.3424675, -71.1303854 42.3424077, -71.1303372 42.3424002, -71.1303664 42.3422964, -71.1304047 42.3423023, -71.1304194 42.3422498))",POINT (-71.1304415 42.3423671),283.8,3055.2
,869,29827597,,yes,,,,"POLYGON ((-71.1415555 42.3404751, -71.1417181 42.3405193, -71.1416501 42.340657, -71.1414876 42.3406128, -71.1415555 42.3404751))",POINT (-71.1416028 42.340566),232.2,2499.4
,870,29827663,,yes,,,,"POLYGON ((-71.1293558 42.3442625, -71.1294424 42.3443224, -71.129312 42.344426, -71.1292255 42.344366, -71.1293558 42.3442625))",POINT (-71.1293339 42.3443442),153.4,1651.6
,871,29827743,,yes,,,,"POLYGON ((-71.1378002 42.3426334, -71.1378847 42.3426898, -71.1377329 42.3428148, -71.1376878 42.3427847, -71.1377086 42.3427674, -71.1376694 42.3427412, -71.1378002 42.3426334))",POINT (-71.1377726 42.3427214),163.6,1761.3
,872,29827868,,yes,,,,"POLYGON ((-71.1322854 42.3420531, -71.1324946 42.3420786, -71.1324739 42.3421722, -71.1322649 42.3421468, -71.1322854 42.3420531))",POINT (-71.1323797 42.3421127),183.9,1979.5
,873,29827891,,yes,,,,"POLYGON ((-71.138215 42.3402125, -71.1383613 42.3403387, -71.1382433 42.340414, -71.138097 42.3402878, -71.138215 42.3402125))",POINT (-71.1382292 42.3403132),237.0,2550.7
,874,29827952,,yes,,,,"POLYGON ((-71.1459173 42.3442728, -71.146011 42.3443376, -71.1459428 42.3443919, -71.1459191 42.3443755, -71.1458977 42.3443925, -71.1458277 42.3443441, -71.1459173 42.3442728))",POINT (-71.1459193 42.3443376),107.3,1155.2
,875,29827973,,yes,,,,"POLYGON ((-71.136486 42.3436714, -71.1365364 42.3437293, -71.1364624 42.3437647, -71.136412 42.3437068, -71.136486 42.3436714))",POINT (-71.1364742 42.343718),55.5,597.5
,876,29827989,,yes,,,,"POLYGON ((-71.1461122 42.3411071, -71.1461974 42.3413157, -71.1455837 42.3414526, -71.1455382 42.3413412, -71.1454986 42.341244, -71.1461122 42.3411071))",POINT (-71.145848 42.3412799),1277.5,13750.6
,877,29828010,,yes,,,,"POLYGON ((-71.134522 42.342809, -71.1345993 42.3428233, -71.1345844 42.3428675, -71.1346989 42.3428886, -71.1346667 42.3429848, -71.1345652 42.342966, -71.1345573 42.3429894, -71.1344447 42.3429686, -71.1344829 42.3428542, -71.1345055 42.3428583, -71.134522 42.342809))",POINT (-71.1345661 42.3429121),257.7,2773.6
,878,29828111,,house,,,,"POLYGON ((-71.1380218 42.344106, -71.1381018 42.3441556, -71.1379783 42.3442644, -71.1378983 42.3442147, -71.1380218 42.344106))",POINT (-71.138 42.3441852),135.7,1460.1
,879,29828165,,yes,,,,"POLYGON ((-71.1300481 42.3373876, -71.1300494 42.3374215, -71.130115 42.3374201, -71.1301187 42.337516, -71.1299558 42.3375194, -71.1299509 42.3373896, -71.1300481 42.3373876))",POINT (-71.1300293 42.3374586),173.1,1863.4
,880,29828241,,yes,,,,"POLYGON ((-71.1320847 42.3385643, -71.1322944 42.3385859, -71.1322663 42.3387354, -71.1323483 42.3387438, -71.1323267 42.3388591, -71.132244 42.3388506, -71.1322202 42.3389774, -71.1320112 42.3389559, -71.1320847 42.3385643))",POINT (-71.1321676 42.3387735),852.9,9180.1
,881,29828257,,yes,,,,"POLYGON ((-71.1431162 42.3381077, -71.1432027 42.3383649, -71.1429573 42.3384103, -71.1429349 42.3383439, -71.1430133 42.3383293, -71.1430009 42.3382924, -71.1429297 42.3383056, -71.1429126 42.3382545, -71.142983 42.3382414, -71.1429704 42.3382037, -71.1428993 42.3382169, -71.1428775 42.3381519, -71.1431162 42.3381077))",POINT (-71.1430473 42.3382579),548.8,5907.8
,882,29828261,,yes,,,,"POLYGON ((-71.1315515 42.343615, -71.131678 42.3436464, -71.1315961 42.3438281, -71.1314696 42.3437967, -71.1315515 42.343615))",POINT (-71.1315738 42.3437215),233.7,2516.0
,883,29828503,,yes,,,,"POLYGON ((-71.1393198 42.3361456, -71.139348 42.3362265, -71.139389 42.3362186, -71.1394423 42.3363718, -71.1394164 42.3363768, -71.1394452 42.3364597, -71.1394691 42.3364551, -71.1394948 42.3365292, -71.1393191 42.3365627, -71.1392908 42.3364814, -71.1392711 42.3364852, -71.139245 42.33641, -71.1392692 42.3364054, -71.1392163 42.3362534, -71.1391894 42.3362586, -71.1391608 42.336176, -71.1393198 42.3361456))",POINT (-71.1393308 42.3363548),649.1,6986.3
,884,29828633,,yes,,,,"POLYGON ((-71.1340751 42.3362002, -71.1341332 42.336318, -71.1340989 42.3363273, -71.1341147 42.3363596, -71.134047 42.3363779, -71.1340304 42.3363443, -71.1339895 42.3363554, -71.133932 42.3362391, -71.1340751 42.3362002))",POINT (-71.1340373 42.3362868),196.8,2118.3
,885,29828687,,yes,,,,"POLYGON ((-71.1330755 42.3375743, -71.1331731 42.3375899, -71.1331344 42.3377222, -71.1329762 42.3376968, -71.1330029 42.3376056, -71.1330635 42.3376154, -71.1330755 42.3375743))",POINT (-71.1330794 42.3376506),176.5,1900.0
,886,29828720,,yes,,,,"POLYGON ((-71.1327108 42.3379541, -71.1328773 42.3379677, -71.132858 42.3380975, -71.1326914 42.3380839, -71.1327108 42.3379541))",POINT (-71.1327844 42.3380258),200.1,2154.3
,887,29828867,,yes,,,,"POLYGON ((-71.137332 42.3423341, -71.1374366 42.3424039, -71.137325 42.3424957, -71.1372369 42.3424368, -71.1372944 42.3423895, -71.137278 42.3423785, -71.137332 42.3423341))",POINT (-71.1373348 42.3424155),146.1,1573.0
,888,29829014,,yes,,,,"POLYGON ((-71.1385632 42.3405264, -71.1386661 42.3406035, -71.1385575 42.3406833, -71.1384546 42.3406063, -71.1385632 42.3405264))",POINT (-71.1385604 42.3406049),151.7,1632.7
,889,29829056,,yes,,,,"POLYGON ((-71.1302639 42.3431494, -71.1303859 42.3431933, -71.1303384 42.3432661, -71.1302164 42.3432222, -71.1302639 42.3431494))",POINT (-71.1303011 42.3432077),100.3,1079.7
,890,29829073,,yes,,,,"POLYGON ((-71.131633 42.3413457, -71.1317444 42.3413488, -71.1317381 42.3414748, -71.1316267 42.3414718, -71.131633 42.3413457))",POINT (-71.1316855 42.3414103),128.6,1384.3
,891,29829147,,yes,,,,"POLYGON ((-71.1355958 42.3441947, -71.135705 42.3442461, -71.1356516 42.3443084, -71.1355424 42.344257, -71.1355958 42.3441947))",POINT (-71.1356237 42.3442516),87.3,940.0
,892,29829394,,yes,,,,"POLYGON ((-71.1288984 42.3409921, -71.1289759 42.3411134, -71.1288449 42.3411594, -71.1287556 42.3410195, -71.1288226 42.3409959, -71.1288345 42.3410145, -71.1288984 42.3409921))",POINT (-71.1288661 42.3410715),191.9,2065.5
,893,29829604,,yes,,,,"POLYGON ((-71.128959 42.339089, -71.1289932 42.3392283, -71.1288762 42.339244, -71.1288421 42.3391046, -71.128959 42.339089))",POINT (-71.1289176 42.3391665),154.0,1657.1
,894,29829734,,yes,,,,"POLYGON ((-71.135917 42.3360186, -71.1359629 42.3360754, -71.135901 42.336103, -71.135855 42.3360462, -71.135917 42.3360186))",POINT (-71.135909 42.3360608),43.8,471.3
,895,29829884,,yes,,,,"POLYGON ((-71.139442 42.341474, -71.1395737 42.3415398, -71.1395 42.3416211, -71.1393682 42.3415553, -71.139442 42.341474))",POINT (-71.139471 42.3415476),142.4,1532.3
Euston Path Rock,896,29830792,,,,nature_reserve,,"POLYGON ((-71.1473204 42.3424785, -71.1477352 42.3423968, -71.1478122 42.3424921, -71.14754 42.3429338, -71.1472975 42.342832, -71.1473377 42.3427217, -71.1473642 42.3426135, -71.1473204 42.3424785))",POINT (-71.147535 42.3426394),1531.1,16480.6
Schick Park,897,29836804,,,,park,,"POLYGON ((-71.1340702 42.3359906, -71.1339749 42.3360291, -71.1339441 42.3360413, -71.1337198 42.3361369, -71.1336924 42.3361475, -71.1336641 42.3361575, -71.1336353 42.3361653, -71.1336056 42.3361714, -71.1335754 42.3361769, -71.133545 42.3361808, -71.1335143 42.3361835, -71.1334631 42.3361861, -71.1334499 42.3361868, -71.133421 42.3361867, -71.1333922 42.3361859, -71.1333636 42.336183, -71.1333357 42.3361796, -71.1333076 42.3361738, -71.1332801 42.3361675, -71.1332517 42.3361607, -71.1332229 42.3361516, -71.1331989 42.3361437, -71.1331752 42.336134, -71.1331527 42.3361232, -71.1331314 42.3361119, -71.1331109 42.3360984, -71.1330912 42.3360848, -71.1330729 42.3360701, -71.1330563 42.3360554, -71.1330406 42.3360384, -71.1330267 42.3360221, -71.1330138 42.3360041, -71.1330029 42.3359866, -71.1329933 42.335968, -71.1329863 42.3359534, -71.1329768 42.3359308, -71.1329691 42.3359071, -71.1329634 42.3358841, -71.1329599 42.335861, -71.1329584 42.3358368, -71.1329586 42.3358126, -71.1329611 42.3357895, -71.1329658 42.3357653, -71.1329723 42.3357423, -71.1329799 42.3357199, -71.1333367 42.3357799, -71.1333834 42.3356801, -71.133528 42.3357469, -71.133531 42.335739, -71.1335357 42.3357317, -71.1335399 42.3357249, -71.1335446 42.3357188, -71.1335494 42.3357126, -71.1335547 42.335707, -71.1335602 42.3357009, -71.1335659 42.3356952, -71.1335718 42.3356897, -71.1335781 42.335684, -71.1335846 42.335679, -71.1335914 42.335674, -71.1335982 42.3356689, -71.1336055 42.3356644, -71.1336116 42.3356605, -71.1336192 42.3356566, -71.133627 42.3356521, -71.133635 42.3356482, -71.1336431 42.3356442, -71.1336513 42.3356409, -71.1336599 42.3356375, -71.1336687 42.3356348, -71.1336773 42.3356315, -71.1336864 42.3356292, -71.1336956 42.3356265, -71.1337047 42.3356242, -71.133714 42.3356225, -71.1337234 42.3356209, -71.1337326 42.3356192, -71.1337421 42.3356182, -71.1337515 42.335617, -71.1337613 42.3356165, -71.1337707 42.335616, -71.1337804 42.335616, -71.1337901 42.3356161, -71.1338007 42.3356161, -71.1340003 42.335619, -71.1340704 42.3356203, -71.1341365 42.3359699, -71.1340702 42.3359906))",POINT (-71.1335615 42.3359007),4431.0,47694.3
Corey Hill Park,898,29837484,,,,park,,"POLYGON ((-71.133927 42.3435081, -71.133169 42.3433357, -71.1329521 42.3432787, -71.1328217 42.3432435, -71.1329324 42.3430149, -71.1331773 42.3425092, -71.1339531 42.3426619, -71.1342683 42.3427248, -71.1341085 42.3431328, -71.1340735 42.3431265, -71.133927 42.3435081))",POINT (-71.1335518 42.3430002),8435.3,90797.0
Michael Driscoll School,899,29837780,,,school,,,"POLYGON ((-71.1365752 42.3407807, -71.1365162 42.3408194, -71.1372006 42.3413313, -71.137208 42.3413381, -71.1372157 42.3413443, -71.1372238 42.3413506, -71.1372409 42.3413629, -71.1372499 42.3413686, -71.1372588 42.3413737, -71.1372682 42.3413788, -71.1372779 42.3413839, -71.1372879 42.3413879, -71.1372977 42.3413929, -71.1373081 42.3413969, -71.1373185 42.3414004, -71.1373292 42.3414037, -71.13734 42.3414072, -71.1373509 42.34141, -71.1373619 42.3414128, -71.1373733 42.3414157, -71.1373846 42.341418, -71.1374071 42.3414209, -71.1374188 42.341422, -71.1374282 42.3414233, -71.137439 42.3414249, -71.1374499 42.3414272, -71.1374606 42.3414289, -71.1374818 42.3414347, -71.1374922 42.3414375, -71.1375023 42.3414403, -71.1375125 42.3414438, -71.1375223 42.3414477, -71.1375323 42.3414512, -71.137542 42.3414556, -71.1375514 42.3414602, -71.1375608 42.3414642, -71.1375696 42.3414692, -71.1375766 42.3414732, -71.1375836 42.3414766, -71.1375891 42.3414816, -71.1375935 42.3414861, -71.1375962 42.3414924, -71.1375973 42.3414986, -71.1375982 42.3415059, -71.1375903 42.3415126, -71.1375746 42.3415261, -71.1375453 42.341544, -71.1375137 42.3415602, -71.137481 42.3415753, -71.137447 42.3415887, -71.1374117 42.3416004, -71.1373757 42.3416104, -71.1373389 42.3416188, -71.1373015 42.3416254, -71.1372636 42.3416303, -71.1372255 42.3416335, -71.137187 42.3416346, -71.1371484 42.3416339, -71.1371099 42.3416315, -71.1370722 42.3416275, -71.1370586 42.3416262, -71.137019 42.34162, -71.1369493 42.3416074, -71.1368809 42.3415903, -71.1368139 42.3415709, -71.136749 42.3415482, -71.1366858 42.3415232, -71.1366252 42.3414943, -71.1365671 42.3414633, -71.1365578 42.3414576, -71.1363058 42.3413026, -71.1362382 42.341259, -71.1360841 42.3411511, -71.1360181 42.3411008, -71.1359419 42.3410382, -71.1358084 42.3409167, -71.1356856 42.3407903, -71.1354296 42.340507, -71.1353625 42.340437, -71.1352894 42.340371, -71.135211 42.3403082, -71.1351273 42.3402501, -71.1350389 42.3401946, -71.1350244 42.3401867, -71.1350011 42.3401731, -71.1349896 42.3401669, -71.1349923 42.3401574, -71.1349938 42.3401512, -71.1350025 42.3401416, -71.1354335 42.3400243, -71.1356528 42.3399286, -71.1358306 42.3397856, -71.1359354 42.3398328, -71.1360816 42.339938, -71.1368952 42.3405578, -71.1365752 42.3407807))",POINT (-71.1362267 42.3407008),16041.5,172669.6
,900,29856553,,yes,,,,"POLYGON ((-71.1482584 42.3427985, -71.1483838 42.3428228, -71.1483467 42.3429281, -71.1481802 42.3428958, -71.1482001 42.3428395, -71.1482412 42.3428475, -71.1482584 42.3427985))",POINT (-71.1482889 42.3428645),151.6,1631.7
,901,29884043,,yes,,,,"POLYGON ((-71.1290833 42.3424416, -71.1291901 42.3425164, -71.1290823 42.342601, -71.1289485 42.3425073, -71.1290295 42.3424437, -71.1290564 42.3424626, -71.1290833 42.3424416))",POINT (-71.12907 42.3425155),186.1,2003.4
,902,29884138,,yes,,,,"POLYGON ((-71.1471052 42.3435354, -71.1471634 42.3435935, -71.1470063 42.3436801, -71.1469482 42.343622, -71.1471052 42.3435354))",POINT (-71.1470558 42.3436077),129.5,1394.1
,903,29884590,,yes,,,,"POLYGON ((-71.1475553 42.3438475, -71.1476372 42.3438935, -71.1475214 42.344007, -71.1474395 42.3439611, -71.1475553 42.3438475))",POINT (-71.1475384 42.3439273),133.7,1439.4
,904,29886074,,yes,,,,"POLYGON ((-71.1305165 42.3443489, -71.1306093 42.3443844, -71.1305894 42.3444128, -71.1306311 42.3444288, -71.130576 42.3445081, -71.1304415 42.3444567, -71.1305165 42.3443489))",POINT (-71.1305396 42.3444305),154.1,1658.2
,905,29886127,,yes,,,,"POLYGON ((-71.12953 42.3426874, -71.1296878 42.3427615, -71.129593 42.3428725, -71.1294352 42.3427983, -71.12953 42.3426874))",POINT (-71.1295615 42.3427799),224.4,2415.7
,906,29886448,,yes,,,,"POLYGON ((-71.1324325 42.3429642, -71.1325173 42.3429912, -71.1324941 42.3430313, -71.1325456 42.3430477, -71.132515 42.3431004, -71.1323789 42.3430571, -71.1324325 42.3429642))",POINT (-71.1324626 42.3430348),114.6,1233.6
,907,29886509,,yes,,,,"POLYGON ((-71.1291853 42.34297, -71.1292987 42.343029, -71.1292456 42.3430852, -71.1291321 42.3430262, -71.1291853 42.34297))",POINT (-71.1292154 42.3430276),87.0,936.4
,908,29886579,,yes,,,,"POLYGON ((-71.1484322 42.3370042, -71.1484869 42.3371528, -71.1485245 42.3371453, -71.1485511 42.3372177, -71.1483723 42.3372538, -71.1482909 42.3370328, -71.1484322 42.3370042))",POINT (-71.1484116 42.3371335),333.7,3591.4
,909,29886877,,yes,,,,"POLYGON ((-71.1327236 42.3430456, -71.1327997 42.3430631, -71.1327564 42.3431665, -71.1325761 42.3431249, -71.1326072 42.3430506, -71.1327114 42.3430746, -71.1327236 42.3430456))",POINT (-71.1326923 42.3431029),156.6,1685.4
,910,29887211,,yes,,,,"POLYGON ((-71.14045 42.3425213, -71.1407575 42.3427313, -71.140681 42.3427928, -71.1407387 42.3428414, -71.1405852 42.3429248, -71.1405451 42.3429006, -71.1403528 42.3430555, -71.1400021 42.342817, -71.1402633 42.3426067, -71.1403069 42.3426365, -71.14045 42.3425213))",POINT (-71.1403931 42.3427869),1932.2,20798.5
,911,29887436,,yes,,,,"POLYGON ((-71.1326223 42.3443312, -71.1327504 42.3443618, -71.1327215 42.3444286, -71.1325933 42.344398, -71.1326223 42.3443312))",POINT (-71.1326719 42.3443799),86.4,930.0
,912,29887652,,yes,,,,"POLYGON ((-71.1482787 42.3371162, -71.1483158 42.337217, -71.1481472 42.3372512, -71.1481101 42.3371503, -71.1482787 42.3371162))",POINT (-71.1482129 42.3371837),167.1,1798.8
,913,29887875,,yes,,,,"POLYGON ((-71.137048 42.3431402, -71.1371507 42.3432048, -71.1370341 42.3433067, -71.1369315 42.3432421, -71.137048 42.3431402))",POINT (-71.1370411 42.3432234),164.5,1771.0
,914,29888818,,yes,,,,"POLYGON ((-71.1303471 42.3442615, -71.1304539 42.3443056, -71.1303647 42.3444244, -71.1302579 42.3443803, -71.1303471 42.3442615))",POINT (-71.1303559 42.344343),152.0,1636.3
